(0, {'status_code': 205, 'place_id': None})
(610, {'status_code': 205, 'place_id': None})
(611, {'status_code': 205, 'place_id': None})
(612, {'status_code': 201, 'place_id': u'ChIJ09b3vhviRTcR8zEMVfQ08Vw'})
(613, {'status_code': 205, 'place_id': None})
(614, {'status_code': 205, 'place_id': None})
(615, {'status_code': 205, 'place_id': None})
(616, {'status_code': 205, 'place_id': None})
(617, {'status_code': 205, 'place_id': None})
(618, {'status_code': 201, 'place_id': u'ChIJR9LAebQhRjcR_XJZxkVkcYQ'})
(619, {'status_code': 205, 'place_id': None})
(620, {'status_code': 205, 'place_id': None})
(621, {'status_code': 205, 'place_id': None})
(622, {'status_code': 205, 'place_id': None})
(623, {'status_code': 205, 'place_id': None})
(624, {'status_code': 205, 'place_id': None})
(625, {'status_code': 205, 'place_id': None})
(626, {'status_code': 205, 'place_id': None})
(627, {'status_code': 205, 'place_id': None})
(628, {'status_code': 205, 'place_id': None})
(629, {'status_code': 205, 'place_id': None})
(630, {'status_code': 201, 'place_id': u'ChIJhSFmzVQiRjcRt374ee4pOV4'})
(631, {'status_code': 205, 'place_id': None})
(632, {'status_code': 205, 'place_id': None})
(633, {'status_code': 205, 'place_id': None})
(634, {'status_code': 205, 'place_id': None})
(635, {'status_code': 205, 'place_id': None})
(636, {'status_code': 205, 'place_id': None})
(637, {'status_code': 205, 'place_id': None})
(638, {'status_code': 205, 'place_id': None})
(639, {'status_code': 205, 'place_id': None})
(640, {'status_code': 205, 'place_id': None})
(641, {'status_code': 205, 'place_id': None})
(642, {'status_code': 205, 'place_id': None})
(643, {'status_code': 205, 'place_id': None})
(644, {'status_code': 205, 'place_id': None})
(645, {'status_code': 201, 'place_id': u'ChIJtdkuDuxnRzcR4yXISDBy6A4'})
(646, {'status_code': 205, 'place_id': None})
(647, {'status_code': 205, 'place_id': None})
(648, {'status_code': 205, 'place_id': None})
(649, {'status_code': 205, 'place_id': None})
(650, {'status_code': 205, 'place_id': None})
(651, {'status_code': 205, 'place_id': None})
(652, {'status_code': 205, 'place_id': None})
(653, {'status_code': 205, 'place_id': None})
(654, {'status_code': 205, 'place_id': None})
(655, {'status_code': 205, 'place_id': None})
(656, {'status_code': 205, 'place_id': None})
(657, {'status_code': 205, 'place_id': None})
(658, {'status_code': 205, 'place_id': None})
(659, {'status_code': 205, 'place_id': None})
(660, {'status_code': 205, 'place_id': None})
(661, {'status_code': 205, 'place_id': None})
(662, {'status_code': 205, 'place_id': None})
(663, {'status_code': 205, 'place_id': None})
(664, {'status_code': 205, 'place_id': None})
(665, {'status_code': 205, 'place_id': None})
(666, {'status_code': 205, 'place_id': None})
(667, {'status_code': 205, 'place_id': None})
(668, {'status_code': 205, 'place_id': None})
(669, {'status_code': 205, 'place_id': None})
(670, {'status_code': 205, 'place_id': None})
(671, {'status_code': 205, 'place_id': None})
(672, {'status_code': 205, 'place_id': None})
(673, {'status_code': 205, 'place_id': None})
(674, {'status_code': 205, 'place_id': None})
(675, {'status_code': 205, 'place_id': None})
(676, {'status_code': 205, 'place_id': None})
(677, {'status_code': 205, 'place_id': None})
(678, {'status_code': 205, 'place_id': None})
(679, {'status_code': 205, 'place_id': None})
(680, {'status_code': 205, 'place_id': None})
(681, {'status_code': 205, 'place_id': None})
(682, {'status_code': 205, 'place_id': None})
(683, {'status_code': 205, 'place_id': None})
(684, {'status_code': 205, 'place_id': None})
(685, {'status_code': 205, 'place_id': None})
(686, {'status_code': 205, 'place_id': None})
(687, {'status_code': 201, 'place_id': u'ChIJh4N4jashRjcRjAQ2w6Dq9x4'})
(688, {'status_code': 201, 'place_id': u'ChIJRYwwBqohRjcR04E85yEAYYk'})
(689, {'status_code': 205, 'place_id': None})
(690, {'status_code': 205, 'place_id': None})
(691, {'status_code': 205, 'place_id': None})
(692, {'status_code': 205, 'place_id': None})
(693, {'status_code': 205, 'place_id': None})
(694, {'status_code': 205, 'place_id': None})
(695, {'status_code': 205, 'place_id': None})
(696, {'status_code': 205, 'place_id': None})
(697, {'status_code': 205, 'place_id': None})
(698, {'status_code': 205, 'place_id': None})
(699, {'status_code': 205, 'place_id': None})
(700, {'status_code': 205, 'place_id': None})
(701, {'status_code': 205, 'place_id': None})
(702, {'status_code': 205, 'place_id': None})
(703, {'status_code': 201, 'place_id': u'ChIJj2hGjqm3RzcRfafRRDwJNZI'})
(704, {'status_code': 205, 'place_id': None})
(705, {'status_code': 205, 'place_id': None})
(706, {'status_code': 201, 'place_id': u'ChIJRVCP7HPNVDoREwuR9Z0T1co'})
(707, {'status_code': 205, 'place_id': None})
(708, {'status_code': 205, 'place_id': None})
(709, {'status_code': 205, 'place_id': None})
(710, {'status_code': 205, 'place_id': None})
(711, {'status_code': 205, 'place_id': None})
(712, {'status_code': 205, 'place_id': None})
(713, {'status_code': 205, 'place_id': None})
(714, {'status_code': 205, 'place_id': None})
(715, {'status_code': 205, 'place_id': None})
(716, {'status_code': 205, 'place_id': None})
(717, {'status_code': 201, 'place_id': u'ChIJ35tCCwupRzcR9o_mZ2leL0w'})
(718, {'status_code': 205, 'place_id': None})
(719, {'status_code': 205, 'place_id': None})
(720, {'status_code': 205, 'place_id': None})
(721, {'status_code': 205, 'place_id': None})
(722, {'status_code': 205, 'place_id': None})
(723, {'status_code': 205, 'place_id': None})
(724, {'status_code': 205, 'place_id': None})
(725, {'status_code': 205, 'place_id': None})
(726, {'status_code': 205, 'place_id': None})
(727, {'status_code': 205, 'place_id': None})
(728, {'status_code': 205, 'place_id': None})
(729, {'status_code': 205, 'place_id': None})
(730, {'status_code': 205, 'place_id': None})
(731, {'status_code': 201, 'place_id': u'ChIJF00rB8ohRjcRHYx9r8v9u48'})
(732, {'status_code': 205, 'place_id': None})
(733, {'status_code': 205, 'place_id': None})
(734, {'status_code': 205, 'place_id': None})
(735, {'status_code': 205, 'place_id': None})
(736, {'status_code': 205, 'place_id': None})
(737, {'status_code': 205, 'place_id': None})
(738, {'status_code': 205, 'place_id': None})
(739, {'status_code': 205, 'place_id': None})
(740, {'status_code': 205, 'place_id': None})
(741, {'status_code': 205, 'place_id': None})
(742, {'status_code': 205, 'place_id': None})
(743, {'status_code': 205, 'place_id': None})
(744, {'status_code': 205, 'place_id': None})
(745, {'status_code': 201, 'place_id': u'ChIJ7Trk9JkhRjcRFhiQutiEZRw'})
(746, {'status_code': 205, 'place_id': None})
(747, {'status_code': 205, 'place_id': None})
(748, {'status_code': 205, 'place_id': None})
(749, {'status_code': 205, 'place_id': None})
(750, {'status_code': 205, 'place_id': None})
(751, {'status_code': 205, 'place_id': None})
(752, {'status_code': 205, 'place_id': None})
(753, {'status_code': 205, 'place_id': None})
(754, {'status_code': 205, 'place_id': None})
(755, {'status_code': 201, 'place_id': u'ChIJ6W0QZ1MgRjcRqaZQVsyvLsI'})
(756, {'status_code': 205, 'place_id': None})
(757, {'status_code': 205, 'place_id': None})
(758, {'status_code': 205, 'place_id': None})
(759, {'status_code': 205, 'place_id': None})
(760, {'status_code': 205, 'place_id': None})
(761, {'status_code': 205, 'place_id': None})
(762, {'status_code': 205, 'place_id': None})
(763, {'status_code': 205, 'place_id': None})
(764, {'status_code': 205, 'place_id': None})
(765, {'status_code': 205, 'place_id': None})
(766, {'status_code': 205, 'place_id': None})
(767, {'status_code': 205, 'place_id': None})
(768, {'status_code': 205, 'place_id': None})
(769, {'status_code': 205, 'place_id': None})
(770, {'status_code': 205, 'place_id': None})
(771, {'status_code': 205, 'place_id': None})
(772, {'status_code': 205, 'place_id': None})
(773, {'status_code': 205, 'place_id': None})
(774, {'status_code': 205, 'place_id': None})
(775, {'status_code': 205, 'place_id': None})
(776, {'status_code': 205, 'place_id': None})
(777, {'status_code': 205, 'place_id': None})
(778, {'status_code': 201, 'place_id': u'ChIJcaBc1E8eRjcRor64LwQJLlo'})
(779, {'status_code': 205, 'place_id': None})
(780, {'status_code': 205, 'place_id': None})
(781, {'status_code': 205, 'place_id': None})
(782, {'status_code': 205, 'place_id': None})
(783, {'status_code': 205, 'place_id': None})
(784, {'status_code': 205, 'place_id': None})
(785, {'status_code': 205, 'place_id': None})
(786, {'status_code': 205, 'place_id': None})
(787, {'status_code': 205, 'place_id': None})
(788, {'status_code': 205, 'place_id': None})
(789, {'status_code': 205, 'place_id': None})
(790, {'status_code': 205, 'place_id': None})
(791, {'status_code': 205, 'place_id': None})
(792, {'status_code': 205, 'place_id': None})
(793, {'status_code': 205, 'place_id': None})
(794, {'status_code': 205, 'place_id': None})
(795, {'status_code': 205, 'place_id': None})
(796, {'status_code': 205, 'place_id': None})
(797, {'status_code': 205, 'place_id': None})
(798, {'status_code': 205, 'place_id': None})
(799, {'status_code': 205, 'place_id': None})
(800, {'status_code': 205, 'place_id': None})
(801, {'status_code': 205, 'place_id': None})
(802, {'status_code': 205, 'place_id': None})
(803, {'status_code': 205, 'place_id': None})
(804, {'status_code': 205, 'place_id': None})
(805, {'status_code': 205, 'place_id': None})
(806, {'status_code': 205, 'place_id': None})
(807, {'status_code': 201, 'place_id': u'ChIJUYfquPHhRTcRMG8iWx_Moa0'})
(808, {'status_code': 201, 'place_id': u'ChIJP5_ENorhRTcRo5B-FW80JkU'})
(809, {'status_code': 201, 'place_id': u'ChIJP9t3IoPhRTcRw6uRh_1GcaA'})
(810, {'status_code': 205, 'place_id': None})
(811, {'status_code': 205, 'place_id': None})
(812, {'status_code': 205, 'place_id': None})
(813, {'status_code': 205, 'place_id': None})
(814, {'status_code': 205, 'place_id': None})
(815, {'status_code': 205, 'place_id': None})
(816, {'status_code': 205, 'place_id': None})
(817, {'status_code': 205, 'place_id': None})
(818, {'status_code': 205, 'place_id': None})
(819, {'status_code': 205, 'place_id': None})
(820, {'status_code': 205, 'place_id': None})
(821, {'status_code': 205, 'place_id': None})
(822, {'status_code': 205, 'place_id': None})
(823, {'status_code': 205, 'place_id': None})
(824, {'status_code': 205, 'place_id': None})
(825, {'status_code': 205, 'place_id': None})
(826, {'status_code': 205, 'place_id': None})
(827, {'status_code': 205, 'place_id': None})
(828, {'status_code': 205, 'place_id': None})
(829, {'status_code': 205, 'place_id': None})
(830, {'status_code': 205, 'place_id': None})
(831, {'status_code': 205, 'place_id': None})
(832, {'status_code': 205, 'place_id': None})
(833, {'status_code': 205, 'place_id': None})
(834, {'status_code': 205, 'place_id': None})
(835, {'status_code': 205, 'place_id': None})
(836, {'status_code': 205, 'place_id': None})
(837, {'status_code': 205, 'place_id': None})
(838, {'status_code': 205, 'place_id': None})
(839, {'status_code': 205, 'place_id': None})
(840, {'status_code': 205, 'place_id': None})
(841, {'status_code': 201, 'place_id': u'ChIJTfevsZ3hRTcRyS4MigliRO4'})
(842, {'status_code': 205, 'place_id': None})
(843, {'status_code': 205, 'place_id': None})
(844, {'status_code': 201, 'place_id': u'ChIJHTRJCXYlujsRP5mY0zPROhw'})
(845, {'status_code': 205, 'place_id': None})
(846, {'status_code': 205, 'place_id': None})
(847, {'status_code': 205, 'place_id': None})
(848, {'status_code': 205, 'place_id': None})
(849, {'status_code': 205, 'place_id': None})
(850, {'status_code': 205, 'place_id': None})
(851, {'status_code': 205, 'place_id': None})
(852, {'status_code': 205, 'place_id': None})
(853, {'status_code': 205, 'place_id': None})
(854, {'status_code': 205, 'place_id': None})
(855, {'status_code': 205, 'place_id': None})
(856, {'status_code': 205, 'place_id': None})
(857, {'status_code': 205, 'place_id': None})
(858, {'status_code': 205, 'place_id': None})
(859, {'status_code': 201, 'place_id': u'ChIJxw8gKbpUTzcRM6Pa71_Scc4'})
(860, {'status_code': 205, 'place_id': None})
(861, {'status_code': 205, 'place_id': None})
(862, {'status_code': 205, 'place_id': None})
(863, {'status_code': 205, 'place_id': None})
(864, {'status_code': 205, 'place_id': None})
(865, {'status_code': 205, 'place_id': None})
(866, {'status_code': 205, 'place_id': None})
(867, {'status_code': 205, 'place_id': None})
(868, {'status_code': 205, 'place_id': None})
(869, {'status_code': 205, 'place_id': None})
(870, {'status_code': 205, 'place_id': None})
(871, {'status_code': 205, 'place_id': None})
(872, {'status_code': 205, 'place_id': None})
(873, {'status_code': 201, 'place_id': u'ChIJtRU4VCHiRTcRsEGQMH2Ahas'})
(874, {'status_code': 205, 'place_id': None})
(875, {'status_code': 205, 'place_id': None})
(876, {'status_code': 201, 'place_id': u'ChIJlRZEDmkhRjcRw3S1fRJB2YA'})
(877, {'status_code': 205, 'place_id': None})
(878, {'status_code': 201, 'place_id': u'ChIJl6k2-BWeSDcRp43OtY5SgSs'})
(879, {'status_code': 205, 'place_id': None})
(880, {'status_code': 205, 'place_id': None})
(881, {'status_code': 205, 'place_id': None})
(882, {'status_code': 205, 'place_id': None})
(883, {'status_code': 205, 'place_id': None})
(884, {'status_code': 205, 'place_id': None})
(885, {'status_code': 205, 'place_id': None})
(886, {'status_code': 205, 'place_id': None})
(887, {'status_code': 205, 'place_id': None})
(888, {'status_code': 205, 'place_id': None})
(889, {'status_code': 205, 'place_id': None})
(890, {'status_code': 205, 'place_id': None})
(891, {'status_code': 205, 'place_id': None})
(892, {'status_code': 205, 'place_id': None})
(893, {'status_code': 205, 'place_id': None})
(894, {'status_code': 205, 'place_id': None})
(895, {'status_code': 205, 'place_id': None})
(896, {'status_code': 205, 'place_id': None})
(897, {'status_code': 205, 'place_id': None})
(898, {'status_code': 205, 'place_id': None})
(899, {'status_code': 205, 'place_id': None})
(900, {'status_code': 205, 'place_id': None})
(901, {'status_code': 205, 'place_id': None})
(902, {'status_code': 205, 'place_id': None})
(903, {'status_code': 201, 'place_id': u'ChIJ3-tmjfPhRTcRpUgcnnIKpf4'})
(904, {'status_code': 201, 'place_id': u'ChIJD2spro_hRTcRnwscmwQrf_M'})
(905, {'status_code': 205, 'place_id': None})
(906, {'status_code': 205, 'place_id': None})
(907, {'status_code': 205, 'place_id': None})
(908, {'status_code': 205, 'place_id': None})
(909, {'status_code': 205, 'place_id': None})
(910, {'status_code': 205, 'place_id': None})
(911, {'status_code': 205, 'place_id': None})
(912, {'status_code': 205, 'place_id': None})
(913, {'status_code': 205, 'place_id': None})
(914, {'status_code': 205, 'place_id': None})
(915, {'status_code': 205, 'place_id': None})
(916, {'status_code': 205, 'place_id': None})
(917, {'status_code': 205, 'place_id': None})
(918, {'status_code': 205, 'place_id': None})
(919, {'status_code': 205, 'place_id': None})
(920, {'status_code': 205, 'place_id': None})
(921, {'status_code': 205, 'place_id': None})
(922, {'status_code': 205, 'place_id': None})
(923, {'status_code': 205, 'place_id': None})
(924, {'status_code': 201, 'place_id': u'ChIJ5Tax_Xz_RTcRXXoGv2O07To'})
(925, {'status_code': 205, 'place_id': None})
(926, {'status_code': 205, 'place_id': None})
(927, {'status_code': 205, 'place_id': None})
(928, {'status_code': 205, 'place_id': None})
(929, {'status_code': 205, 'place_id': None})
(930, {'status_code': 205, 'place_id': None})
(931, {'status_code': 205, 'place_id': None})
(932, {'status_code': 205, 'place_id': None})
(933, {'status_code': 205, 'place_id': None})
(934, {'status_code': 205, 'place_id': None})
(935, {'status_code': 205, 'place_id': None})
(936, {'status_code': 205, 'place_id': None})
(937, {'status_code': 201, 'place_id': u'ChIJBQFnwLIhRjcRZ3h9GYiV2Cw'})
(938, {'status_code': 205, 'place_id': None})
(939, {'status_code': 205, 'place_id': None})
(940, {'status_code': 205, 'place_id': None})
(941, {'status_code': 205, 'place_id': None})
(942, {'status_code': 205, 'place_id': None})
(943, {'status_code': 205, 'place_id': None})
(944, {'status_code': 205, 'place_id': None})
(945, {'status_code': 205, 'place_id': None})
(946, {'status_code': 205, 'place_id': None})
(947, {'status_code': 205, 'place_id': None})
(948, {'status_code': 201, 'place_id': u'ChIJsdevpPibRzcRloLkxWg1a1U'})
(949, {'status_code': 205, 'place_id': None})
(950, {'status_code': 205, 'place_id': None})
(951, {'status_code': 205, 'place_id': None})
(952, {'status_code': 201, 'place_id': u'ChIJiUew86XTRzcRZtfxlSKFPT4'})
(953, {'status_code': 205, 'place_id': None})
(954, {'status_code': 205, 'place_id': None})
(955, {'status_code': 205, 'place_id': None})
(956, {'status_code': 205, 'place_id': None})
(957, {'status_code': 205, 'place_id': None})
(958, {'status_code': 205, 'place_id': None})
(959, {'status_code': 205, 'place_id': None})
(960, {'status_code': 205, 'place_id': None})
(961, {'status_code': 205, 'place_id': None})
(962, {'status_code': 205, 'place_id': None})
(963, {'status_code': 205, 'place_id': None})
(964, {'status_code': 205, 'place_id': None})
(965, {'status_code': 205, 'place_id': None})
(966, {'status_code': 205, 'place_id': None})
(967, {'status_code': 205, 'place_id': None})
(968, {'status_code': 205, 'place_id': None})
(969, {'status_code': 205, 'place_id': None})
(970, {'status_code': 205, 'place_id': None})
(971, {'status_code': 205, 'place_id': None})
(972, {'status_code': 205, 'place_id': None})
(973, {'status_code': 205, 'place_id': None})
(974, {'status_code': 205, 'place_id': None})
(975, {'status_code': 205, 'place_id': None})
(976, {'status_code': 205, 'place_id': None})
(977, {'status_code': 205, 'place_id': None})
(978, {'status_code': 205, 'place_id': None})
(979, {'status_code': 205, 'place_id': None})
(980, {'status_code': 205, 'place_id': None})
(981, {'status_code': 205, 'place_id': None})
(982, {'status_code': 205, 'place_id': None})
(983, {'status_code': 205, 'place_id': None})
(984, {'status_code': 205, 'place_id': None})
(985, {'status_code': 205, 'place_id': None})
(986, {'status_code': 205, 'place_id': None})
(987, {'status_code': 205, 'place_id': None})
(988, {'status_code': 205, 'place_id': None})
(989, {'status_code': 205, 'place_id': None})
(990, {'status_code': 205, 'place_id': None})
(991, {'status_code': 205, 'place_id': None})
(992, {'status_code': 205, 'place_id': None})
(993, {'status_code': 205, 'place_id': None})
(994, {'status_code': 205, 'place_id': None})
(995, {'status_code': 205, 'place_id': None})
(996, {'status_code': 205, 'place_id': None})
(997, {'status_code': 205, 'place_id': None})
(998, {'status_code': 205, 'place_id': None})
(999, {'status_code': 205, 'place_id': None})
